,기업명,매출액,영업이익,당기순이익,자산총계,자본총계,자본금,영업활동현금흐름,FCF,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,EPS(원),PER(배),BPS(원),PBR(배),발행주식수(보통주)
1241,티에스이(2021/12),3077.0,546.0,432.0,3718.0,2702.0,55.0,462.0,101.0,435.0,17.76,14.05,20.55,12.85,37.61,4043.0,18.23,22550.0,3.27,11061429.0
1242,티에스이(2022/12),3393.0,566.0,534.0,4358.0,3308.0,55.0,548.0,52.0,385.0,16.69,15.73,18.8,13.21,31.76,4504.0,8.2,26686.0,1.38,11061429.0
1243,티에스이(2023/12),2491.0,-24.0,-21.0,4431.0,3478.0,55.0,26.0,-462.0,416.0,-0.95,-0.84,0.04,-0.48,27.4,11.0,4523.94,27453.0,1.8,11061429.0
1244,티에스이(2024/12),3481.0,399.0,450.0,5194.0,3997.0,55.0,297.0,28.0,446.0,11.46,12.94,13.36,9.36,29.95,3840.0,10.74,31781.0,1.3,11061429.0
1248,테스(2020/12),2460.0,317.0,300.0,2749.0,2365.0,99.0,248.0,134.0,46.0,12.88,12.2,13.3,11.48,16.22,1519.0,19.53,12521.0,2.37,19768226.0
1249,테스(2021/12),3752.0,622.0,740.0,3369.0,2949.0,99.0,765.0,639.0,3.0,16.57,19.72,27.84,24.19,14.24,3743.0,7.95,15906.0,1.87,19768226.0
1250,테스(2022/12),3580.0,559.0,468.0,3365.0,3067.0,99.0,154.0,95.0,4.0,15.62,13.06,15.55,13.89,9.73,2366.0,6.64,17483.0,0.9,19768226.0
1251,테스(2023/12),1469.0,-59.0,16.0,3218.0,2989.0,99.0,286.0,112.0,2.0,-3.99,1.07,0.52,0.48,7.67,79.0,253.73,17040.0,1.18,19768226.0
1252,테스(2024/12),2401.0,385.0,427.0,3812.0,3305.0,99.0,305.0,-243.0,164.0,16.03,17.77,13.55,12.13,15.32,2158.0,7.18,18843.0,0.82,19768226.0
1256,에스티아이(2020/12),2691.0,154.0,107.0,2436.0,1725.0,79.0,278.0,208.0,183.0,5.73,3.99,6.42,4.22,41.19,689.0,26.26,11525.0,1.57,15830000.0
1257,에스티아이(2021/12),3195.0,256.0,232.0,3368.0,1952.0,79.0,-597.0,-605.0,362.0,8.0,7.26,12.6,7.99,72.61,1466.0,14.47,12994.0,1.63,15830000.0
1258,에스티아이(2022/12),4224.0,348.0,298.0,3289.0,2193.0,79.0,715.0,703.0,22.0,8.23,7.07,14.4,8.97,49.98,1885.0,6.34,14768.0,0.81,15830000.0
1259,에스티아이(2023/12),3195.0,239.0,241.0,3162.0,2377.0,79.0,292.0,261.0,12.0,7.5,7.54,10.54,7.46,33.04,1521.0,19.43,16128.0,1.83,15830000.0
1260,에스티아이(2024/12),3340.0,273.0,271.0,3688.0,2608.0,79.0,158.0,-23.0,27.0,8.17,8.13,10.89,7.92,41.4,1714.0,10.18,17696.0,0.99,15830000.0
1264,유진테크(2020/12),2026.0,223.0,99.0,2940.0,2490.0,115.0,173.0,14.0,64.0,11.0,4.87,1.47,3.45,18.05,152.0,219.26,10501.0,3.18,22916042.0
1265,유진테크(2021/12),3246.0,739.0,632.0,3829.0,3107.0,115.0,725.0,577.0,72.0,22.77,19.47,22.86,18.67,23.22,2635.0,19.62,13091.0,3.95,22916042.0
1266,유진테크(2022/12),3106.0,536.0,426.0,4340.0,3467.0,115.0,389.0,315.0,60.0,17.27,13.71,12.28,10.43,25.18,1655.0,13.38,14595.0,1.52,22916042.0
1267,유진테크(2023/12),2765.0,243.0,254.0,4370.0,3685.0,115.0,477.0,359.0,48.0,8.8,9.18,7.31,5.83,18.59,1066.0,38.26,15517.0,2.63,22916042.0
1268,유진테크(2024/12),3381.0,612.0,654.0,5395.0,4357.0,115.0,615.0,524.0,147.0,18.1,19.36,16.85,13.4,23.81,2761.0,11.34,18261.0,1.71,22916042.0
